Time,StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ReadingScore,WritingScore,PredictedMathScore,MathScore
54:08.3,24296,Female,3,Some High School,Free or Reduced,Completed,62,63,54,53
55:25.4,25490,Male,3,Some College,Standard,Not completed,60,56,64,68
56:42.6,7503,Male,2,Associates,Standard,Not completed,84,82,86,86
57:59.8,22583,Male,3,High School,Free or Reduced,Completed,72,71,72,71
59:17.0,12745,Male,1,Some High School,Free or Reduced,Not completed,71,67,71,70
00:34.1,7467,Female,3,Associates,Standard,Completed,70,66,59,50
01:51.3,23075,Female,2,Bachelors,Standard,Not completed,93,95,85,89
03:08.5,10036,Male,2,Masters,Standard,Completed,87,90,90,87
04:25.7,3387,Male,0,Some High School,Standard,Not completed,73,66,72,85
05:42.8,15412,Male,2,Some College,Free or Reduced,Not completed,76,69,73,75
07:00.0,20747,Male,3,Bachelors,Free or Reduced,Not completed,81,78,79,80
08:17.2,22321,Male,3,Some College,Free or Reduced,Not completed,73,72,72,73
09:34.4,21279,Female,3,Some High School,Free or Reduced,Not completed,69,65,57,53
10:51.5,18294,Male,2,Some High School,Standard,Not completed,75,70,78,77
12:08.7,19487,Female,3,Bachelors,Free or Reduced,Completed,68,72,59,54
13:25.9,7671,Female,5,Some College,Free or Reduced,Not completed,76,75,71,70
14:43.1,20401,Male,2,Some High School,Standard,Completed,64,59,67,62
16:00.2,10671,Male,1,Some College,Standard,Completed,64,63,69,74
17:17.4,4949,Female,5,Bachelors,Standard,Not completed,100,94,88,89
18:34.6,22179,Male,5,Some High School,Free or Reduced,Not completed,82,77,86,93
19:51.8,11438,Female,5,Some College,Standard,Not completed,100,95,88,84
21:08.9,15939,Female,5,Some College,Standard,Not completed,63,68,62,63
22:26.1,16716,Male,1,Some High School,Standard,Not completed,47,48,54,48
23:43.3,17817,Male,5,Some College,Free or Reduced,Completed,62,65,70,76
25:00.5,536,Male,2,Associates,Standard,Completed,60,58,61,51
26:17.6,14768,Female,5,Some High School,Standard,Not completed,100,93,87,94
27:34.8,22040,Female,3,Some High School,Standard,Not completed,79,75,69,79
28:52.0,13510,Female,3,Some College,Free or Reduced,Not completed,62,62,51,50
30:09.2,5472,Female,2,Associates,Standard,Not completed,69,59,58,63
31:26.3,27616,Male,5,Masters,Standard,Not completed,60,66,74,69
32:43.5,13938,Male,2,Some College,Standard,Not completed,58,58,63,65
34:00.7,25548,Female,3,Associates,Free or Reduced,Not completed,50,42,37,34
35:17.9,26185,Male,1,Associates,Standard,Not completed,53,51,58,59
36:35.0,1197,Female,3,Some High School,Free or Reduced,Not completed,55,50,44,39
37:52.2,17900,Male,1,High School,Free or Reduced,Not completed,69,62,68,61
39:09.4,28633,Female,3,Associates,Standard,Not completed,80,88,76,89
40:26.5,5865,Female,2,Associates,Standard,Not completed,93,95,85,94
41:43.7,30488,Female,3,Some College,Standard,Not completed,81,81,72,73
43:00.9,6003,Female,0,Some College,Standard,Not completed,61,55,51,45
44:18.1,27115,Male,2,Some High School,Free or Reduced,Not completed,53,51,55,69
45:35.2,11893,Male,1,Some High School,Free or Reduced,Not completed,76,67,73,71
46:52.4,30246,Male,2,Some College,Standard,Not completed,63,56,64,67
48:09.6,5814,Female,1,Associates,Free or Reduced,Not completed,71,71,59,53
49:26.8,18162,Male,1,Some College,Free or Reduced,Completed,40,42,47,38
50:43.9,985,Male,0,High School,Standard,Not completed,51,54,61,57
52:01.1,9971,Male,1,Masters,Standard,Not completed,99,88,93,99
53:18.3,28926,Female,0,Associates,Free or Reduced,Not completed,59,57,49,52
54:35.5,5513,Female,3,High School,Standard,Not completed,84,94,83,81
55:52.6,27671,Female,3,Some College,Standard,Not completed,72,65,61,53
57:09.8,7724,Male,3,Bachelors,Free or Reduced,Not completed,80,79,78,86
58:27.0,28355,Female,2,Associates,Standard,Not completed,88,94,83,83
59:44.2,25230,Male,2,Associates,Standard,Completed,74,76,77,71
01:01.3,23887,Male,2,Some College,Standard,Completed,71,72,75,70
02:18.5,2566,Male,2,Some College,Standard,Not completed,69,66,71,71
03:35.7,30340,Male,2,Bachelors,Standard,Not completed,48,41,50,50
04:52.9,17133,Female,2,Some College,Standard,Completed,63,70,59,55
06:10.0,6803,Female,5,Associates,Free or Reduced,Completed,100,100,93,87
07:27.2,3660,Male,2,Bachelors,Standard,Not completed,66,68,72,70
08:44.4,16379,Female,2,Some College,Standard,Completed,79,87,75,69
10:01.6,12148,Male,1,Masters,Free or Reduced,Completed,87,90,86,91
11:18.7,17489,Female,2,Associates,Standard,Not completed,37,42,35,39
12:35.9,17814,Male,5,Some College,Free or Reduced,Not completed,56,52,56,64
13:53.1,26605,Male,2,Masters,Standard,Not completed,67,66,71,78
15:10.3,19032,Male,2,Some High School,Standard,Not completed,71,62,71,68
16:27.4,5339,Male,3,High School,Standard,Completed,73,74,76,77
17:44.6,2851,Female,2,High School,Standard,Not completed,54,56,47,52
19:01.8,30355,Male,2,Some High School,Standard,Completed,64,59,67,68
20:19.0,21825,Male,0,High School,Standard,Not completed,44,42,49,46
21:36.1,3050,Male,1,Some High School,Standard,Not completed,53,50,58,70
22:53.3,30288,Female,1,High School,Standard,Completed,86,85,75,73
24:10.5,17683,Female,5,Bachelors,Free or Reduced,Completed,96,94,86,86
25:27.7,5982,Female,5,Bachelors,Free or Reduced,Completed,76,67,62,48
26:44.8,5875,Female,1,High School,Standard,Not completed,68,60,57,42
28:02.0,27405,Male,5,Associates,Free or Reduced,Completed,81,82,85,78
29:19.2,10664,Female,3,Bachelors,Standard,Not completed,73,72,62,62
30:36.4,4203,Male,2,High School,Standard,Not completed,76,67,77,71
31:53.5,6187,Female,1,Some High School,Standard,Not completed,53,48,43,52
33:10.7,27850,Female,3,Some College,Standard,Not completed,84,88,75,81
34:27.9,27074,Male,1,Associates,Free or Reduced,Completed,82,81,78,79
35:45.1,3483,Female,1,High School,Standard,Not completed,62,56,52,62
37:02.2,14143,Female,0,Some High School,Standard,Completed,65,67,57,60
38:19.4,16183,Male,3,Bachelors,Free or Reduced,Not completed,47,44,51,54
39:36.6,4502,Male,2,High School,Standard,Not completed,81,77,85,84
40:53.8,22339,Male,2,Bachelors,Standard,Completed,76,78,79,74
42:10.9,12477,Male,3,Some High School,Standard,Not completed,57,60,66,69
43:28.1,6308,Male,3,Some College,Standard,Not completed,74,77,77,80
44:45.3,19234,Female,1,Some High School,Free or Reduced,Not completed,63,61,50,52
46:02.5,20353,Female,3,High School,Standard,Completed,95,99,91,88
47:19.6,27989,Male,2,Associates,Free or Reduced,Not completed,60,65,68,76
48:36.8,30507,Female,5,Associates,Standard,Completed,86,80,76,74
49:54.0,16037,Male,2,Some High School,Standard,Completed,48,44,51,38
51:11.2,2641,Female,3,Masters,Free or Reduced,Not completed,69,73,66,58
52:28.3,21397,Male,1,Some High School,Standard,Completed,56,57,62,61
53:45.5,6760,Male,0,High School,Standard,Completed,71,75,76,82
55:02.7,12451,Male,3,Masters,Standard,Not completed,75,74,78,81
56:19.9,12766,Female,3,Some High School,Standard,Not completed,62,65,57,62
57:37.0,27033,Male,1,Associates,Standard,Completed,79,74,83,79
58:54.2,18864,Female,2,Some College,Free or Reduced,Completed,62,67,55,46
00:11.4,23006,Female,5,Associates,Free or Reduced,Completed,68,73,66,75
01:28.6,27149,Female,3,Some College,Standard,Not completed,74,73,67,58
02:45.7,16891,Female,1,High School,Free or Reduced,Not completed,54,47,42,41
04:02.9,4851,Female,5,Masters,Standard,Not completed,87,91,83,85
05:20.1,971,Male,2,Some High School,Standard,Completed,72,69,76,78
06:37.3,1453,Female,2,High School,Standard,Completed,96,96,87,92
07:54.4,880,Male,2,Bachelors,Standard,Completed,64,66,70,63
09:11.6,24763,Male,1,Associates,Standard,Not completed,73,72,77,82
10:28.8,6526,Female,2,Bachelors,Free or Reduced,Not completed,49,49,43,39
11:45.9,28772,Male,0,Associates,Standard,Not completed,76,73,79,76
13:03.1,13174,Female,2,Bachelors,Free or Reduced,Not completed,76,79,69,77
14:20.3,2463,Male,2,Some High School,Free or Reduced,Not completed,61,54,61,54
15:37.5,16418,Male,2,High School,Standard,Not completed,90,82,88,86
16:54.6,3474,Female,0,High School,Standard,Completed,83,84,75,64
18:11.8,13295,Male,5,High School,Standard,Not completed,63,63,74,65
19:29.0,14049,Female,1,High School,Standard,Not completed,76,71,61,60
20:46.2,8256,Female,1,High School,Standard,Completed,97,91,85,83
22:03.3,17037,Female,0,Associates,Standard,Not completed,64,69,59,55
23:20.5,27443,Female,2,Associates,Standard,Not completed,86,82,72,76
24:37.7,22697,Male,1,Some College,Standard,Not completed,70,64,70,75
25:54.9,10556,Female,5,Associates,Standard,Completed,92,92,85,87
27:12.0,21303,Female,3,Some College,Standard,Completed,92,90,82,73
28:29.2,23448,Female,2,Some College,Free or Reduced,Not completed,64,61,50,53
29:46.4,10078,Male,1,High School,Free or Reduced,Completed,61,57,60,57
31:03.6,22887,Male,2,High School,Standard,Not completed,58,55,63,68
32:20.7,7353,Male,2,Some High School,Free or Reduced,Not completed,38,36,43,41
33:37.9,16293,Male,1,Some College,Standard,Completed,45,50,54,57
34:55.1,25904,Male,3,Some High School,Standard,Completed,74,71,76,82
36:12.3,12530,Male,1,Some High School,Standard,Completed,71,61,69,65
37:29.4,24483,Female,2,Some High School,Standard,Not completed,58,60,51,61
38:46.6,8145,Male,3,Some College,Standard,Completed,99,94,95,93
40:03.8,6835,Male,3,Associates,Free or Reduced,Not completed,47,39,45,48
41:21.0,30624,Male,0,Associates,Standard,Not completed,66,63,70,62
42:38.1,24556,Male,2,Some High School,Standard,Not completed,78,75,80,79
43:55.3,9477,Female,2,Some College,Standard,Not completed,62,64,57,54
45:12.5,11626,Male,3,Some College,Standard,Not completed,62,58,64,75
46:29.7,25889,Female,5,High School,Free or Reduced,Not completed,59,57,51,56
47:46.8,18292,Female,1,Associates,Standard,Not completed,86,89,76,82
49:04.0,21979,Female,1,High School,Standard,Completed,89,90,80,81
50:21.2,23441,Female,2,Associates,Standard,Completed,46,39,33,34
51:38.4,18139,Male,0,Masters,Standard,Not completed,66,63,70,67
52:55.5,10475,Male,3,Some High School,Free or Reduced,Not completed,64,63,69,61
54:12.7,6379,Female,5,Masters,Free or Reduced,Not completed,86,84,78,82
55:29.9,17104,Female,3,Associates,Standard,Not completed,54,54,46,42
56:47.1,21973,Female,5,Bachelors,Free or Reduced,Not completed,67,72,62,65
58:04.2,1741,Male,2,Associates,Free or Reduced,Not completed,79,73,76,67
59:21.4,22404,Female,3,Associates,Free or Reduced,Completed,81,78,71,60
00:38.6,20117,Female,2,Bachelors,Free or Reduced,Not completed,75,72,60,66
01:55.8,19649,Male,3,Associates,Standard,Not completed,71,72,76,74
03:12.9,16773,Male,2,Some College,Free or Reduced,Not completed,50,42,51,56
04:30.1,4404,Female,0,Some College,Standard,Not completed,71,62,58,63
05:47.3,16242,Female,0,Some College,Standard,Not completed,75,76,68,56
07:04.5,9353,Male,3,Bachelors,Free or Reduced,Completed,59,69,67,70
08:21.6,9712,Male,2,Masters,Standard,Not completed,72,73,76,80
09:38.8,12574,Male,3,Bachelors,Standard,Completed,84,89,90,96
10:56.0,2583,Male,2,Some High School,Free or Reduced,Completed,80,80,77,82
12:13.2,28800,Female,2,High School,Free or Reduced,Completed,84,76,70,57
13:30.3,28105,Male,5,Some High School,Standard,Not completed,82,69,89,79
14:47.5,13019,Male,1,Bachelors,Free or Reduced,Completed,65,71,70,66
16:04.7,15260,Male,1,Some High School,Standard,Completed,72,67,73,70
17:21.9,24559,Male,0,High School,Standard,Completed,80,76,84,86
18:39.0,15108,Male,2,Associates,Standard,Not completed,83,79,85,88
19:56.2,17223,Female,3,High School,Standard,Not completed,61,53,49,45
21:13.4,16060,Female,3,Bachelors,Standard,Not completed,85,86,75,66
22:30.6,28469,Male,0,Associates,Free or Reduced,Not completed,56,59,61,65
23:47.7,11644,Male,2,High School,Standard,Completed,68,70,75,72
25:04.9,1723,Female,2,Bachelors,Standard,Completed,80,86,75,65
26:22.1,2084,Female,2,Some High School,Free or Reduced,Not completed,64,62,50,49
27:39.3,346,Male,1,Some College,Standard,Not completed,61,57,63,62
28:56.4,4832,Male,3,High School,Standard,Completed,67,67,73,75
30:13.6,9363,Male,3,Bachelors,Free or Reduced,Completed,58,64,64,56
31:30.8,3398,Male,3,High School,Standard,Completed,78,78,80,79
32:48.0,12513,Female,3,Some College,Free or Reduced,Completed,58,51,42,42
34:05.1,23313,Male,2,High School,Free or Reduced,Not completed,43,39,45,46
35:22.3,13875,Female,5,Some High School,Standard,Not completed,86,78,76,75
36:39.5,15676,Male,0,Some College,Free or Reduced,Not completed,58,50,57,55
37:56.7,8648,Male,2,Masters,Standard,Not completed,66,65,71,77
39:13.8,5815,Male,2,Some College,Standard,Not completed,66,57,66,72
40:31.0,22165,Male,2,Some College,Standard,Not completed,89,84,91,93
41:48.2,25313,Male,3,High School,Free or Reduced,Completed,54,52,54,50
43:05.4,13819,Female,2,High School,Standard,Not completed,69,69,60,63
44:22.5,17279,Female,1,High School,Free or Reduced,Not completed,55,46,41,35
45:39.7,14800,Male,2,Associates,Standard,Not completed,62,56,63,52
46:56.9,6024,Female,0,Associates,Standard,Not completed,70,66,60,56
48:14.0,14956,Male,3,Associates,Free or Reduced,Not completed,66,58,63,68
49:31.2,7578,Female,2,Associates,Standard,Completed,85,85,75,76
50:48.4,4450,Female,2,High School,Standard,Not completed,64,69,59,58
52:05.6,12273,Female,5,Bachelors,Standard,Completed,97,100,93,100
53:22.7,27079,Female,3,Some High School,Free or Reduced,Not completed,56,53,45,44
54:39.9,5548,Male,5,Bachelors,Free or Reduced,Not completed,57,55,58,60
55:57.1,1715,Female,1,High School,Free or Reduced,Not completed,74,66,57,58
57:14.3,11876,Female,5,Some High School,Standard,Not completed,86,77,75,84
58:31.4,19043,Male,5,Some College,Standard,Not completed,97,90,94,100
59:48.6,4206,Female,0,High School,Standard,Not completed,78,80,71,79
01:05.8,4903,Female,0,Some College,Standard,Completed,82,83,73,72
02:23.0,22847,Male,3,Masters,Standard,Not completed,67,69,74,77
03:40.1,2724,Male,0,Some High School,Free or Reduced,Not completed,69,55,64,52
04:57.3,4702,Male,3,Associates,Standard,Completed,86,85,90,82
06:14.5,29432,Female,3,High School,Standard,Completed,85,91,81,68
07:31.7,21832,Male,0,Some College,Free or Reduced,Not completed,60,50,60,53
08:48.8,15571,Female,3,High School,Standard,Not completed,81,80,72,75
10:06.0,5199,Female,3,Some High School,Free or Reduced,Completed,61,68,57,50
11:23.2,30325,Male,3,Associates,Standard,Not completed,70,72,76,75
12:40.4,8827,Male,1,Associates,Standard,Not completed,76,75,79,91
13:57.5,9089,Female,5,High School,Standard,Completed,85,79,76,82
15:14.7,19605,Male,3,Some College,Standard,Completed,96,100,96,100
16:31.9,4751,Female,1,High School,Free or Reduced,Not completed,39,40,35,30
17:49.1,21753,Male,2,High School,Free or Reduced,Completed,79,81,77,83
19:06.2,3834,Male,1,Some High School,Standard,Completed,82,85,85,96
20:23.4,21041,Male,2,High School,Standard,Not completed,83,82,86,87
21:40.6,12933,Male,2,Some College,Standard,Not completed,68,69,75,62
22:57.8,18087,Female,5,Associates,Free or Reduced,Not completed,76,76,72,69
24:14.9,22284,Female,3,Bachelors,Standard,Not completed,73,77,69,65
25:32.1,11456,Female,2,Associates,Free or Reduced,Completed,65,67,55,50
26:49.3,15841,Male,3,High School,Standard,Completed,63,58,63,74
28:06.5,6872,Female,1,High School,Standard,Completed,59,54,47,46
29:23.6,8310,Female,2,High School,Standard,Not completed,50,54,45,51
30:40.8,2171,Male,0,Associates,Standard,Completed,61,61,65,66
31:58.0,25679,Male,2,Masters,Standard,Not completed,73,76,77,92
33:15.2,13220,Male,3,Masters,Standard,Not completed,76,79,79,86
34:32.3,20725,Female,1,High School,Standard,Not completed,54,54,45,55
35:49.5,17486,Female,5,Bachelors,Standard,Not completed,87,88,78,81
37:06.7,19806,Female,0,High School,Standard,Not completed,76,75,68,65
38:23.9,30048,Male,5,Associates,Free or Reduced,Completed,85,87,89,94
39:41.0,1994,Female,2,Some College,Free or Reduced,Not completed,58,57,48,47
40:58.2,8544,Female,3,Some College,Free or Reduced,Completed,57,60,49,53
42:15.4,19688,Female,1,Some High School,Standard,Not completed,55,55,46,45
43:32.6,22642,Female,2,High School,Free or Reduced,Not completed,48,53,44,37
44:49.7,485,Male,2,High School,Standard,Not completed,74,71,77,70
46:06.9,29015,Female,1,Associates,Standard,Not completed,85,82,72,79
47:24.1,5604,Female,2,Some College,Free or Reduced,Completed,67,70,57,60
48:41.3,5523,Male,3,High School,Standard,Not completed,68,72,76,72
49:58.4,24141,Female,2,Some High School,Standard,Not completed,92,90,82,80
51:15.6,10192,Male,2,Some College,Free or Reduced,Completed,80,81,77,83
52:32.8,23272,Male,1,Some College,Free or Reduced,Completed,56,55,56,47
53:50.0,6214,Male,3,Some College,Standard,Completed,72,79,77,70
55:07.1,8246,Female,5,Bachelors,Standard,Completed,88,91,82,90
56:24.3,4347,Male,1,High School,Standard,Not completed,50,41,52,58
57:41.5,24369,Female,2,Some College,Standard,Completed,69,67,59,61
58:58.7,16401,Female,5,Some College,Free or Reduced,Completed,77,75,69,70
00:15.8,16635,Male,0,Some College,Free or Reduced,Not completed,49,49,55,52
01:33.0,25662,Male,0,Some College,Standard,Completed,57,63,67,57
02:50.2,21713,Female,3,Bachelors,Free or Reduced,Completed,71,71,59,55
04:07.4,10342,Male,3,Masters,Standard,Not completed,65,72,73,72
05:24.5,19390,Female,0,Some College,Standard,Not completed,52,53,45,52
06:41.7,25593,Male,3,Some High School,Standard,Not completed,65,64,71,73
07:58.9,17956,Male,1,Some High School,Free or Reduced,Not completed,51,46,54,51
09:16.1,10175,Female,1,Associates,Free or Reduced,Not completed,78,80,70,70
10:33.2,21244,Male,2,Some High School,Standard,Completed,86,85,89,84
11:50.4,15342,Female,3,Associates,Standard,Not completed,85,85,75,62
13:07.6,14338,Female,2,Associates,Standard,Not completed,77,74,67,68
14:24.8,11836,Male,2,Masters,Free or Reduced,Completed,82,77,78,85
15:41.9,9426,Male,5,Some High School,Standard,Not completed,77,71,86,84
16:59.1,29223,Female,0,Bachelors,Standard,Completed,82,83,73,81
18:16.3,5505,Female,3,Associates,Free or Reduced,Completed,78,85,71,67
19:33.5,22405,Female,5,High School,Standard,Not completed,73,73,71,72
20:50.6,17710,Female,1,Some High School,Standard,Not completed,54,55,46,45
22:07.8,24257,Female,3,Some College,Free or Reduced,Completed,85,89,76,72
23:25.0,6014,Male,1,Some High School,Standard,Not completed,80,66,82,77
24:42.1,4689,Female,2,Some High School,Standard,Not completed,57,47,44,44
25:59.3,29370,Male,2,High School,Standard,Not completed,53,51,58,59
27:16.5,20415,Male,1,High School,Free or Reduced,Completed,62,63,68,54
28:33.7,19236,Male,1,Associates,Standard,Not completed,60,54,63,60
29:50.8,25363,Male,2,High School,Free or Reduced,Not completed,61,59,64,60
31:08.0,15593,Female,2,High School,Standard,Not completed,77,77,69,65
32:25.2,22930,Female,2,Some High School,Standard,Not completed,57,55,49,49
33:42.4,2638,Male,3,Some High School,Standard,Not completed,62,63,70,74
34:59.5,25074,Male,3,Bachelors,Standard,Not completed,55,58,64,61
36:16.7,13060,Male,5,High School,Free or Reduced,Not completed,41,39,45,48
37:33.9,2649,Male,2,Some College,Free or Reduced,Completed,53,51,54,62
38:51.1,29631,Male,3,Associates,Standard,Not completed,79,80,84,80
40:08.2,5532,Female,1,Some College,Free or Reduced,Not completed,62,58,49,48
41:25.4,9542,Female,3,Bachelors,Standard,Not completed,98,94,87,81
42:42.6,28586,Female,5,Some College,Standard,Not completed,79,74,72,80
43:59.8,2579,Female,2,Associates,Free or Reduced,Completed,97,97,88,87
45:16.9,14544,Female,1,Masters,Standard,Not completed,81,80,72,70
46:34.1,22880,Male,0,High School,Standard,Completed,70,65,71,73
47:51.3,5665,Male,2,Some High School,Standard,Not completed,70,71,75,64
49:08.5,9826,Female,3,Associates,Free or Reduced,Not completed,65,63,54,44
50:25.6,16411,Female,2,Some High School,Free or Reduced,Not completed,73,68,59,60
51:42.8,29915,Male,3,High School,Standard,Completed,70,75,76,78
53:00.0,25057,Female,3,Some High School,Standard,Not completed,76,77,69,71
54:17.2,26075,Male,2,Masters,Standard,Not completed,77,71,79,76
55:34.3,12487,Male,2,High School,Standard,Not completed,81,80,85,89
56:51.5,30531,Female,0,Some College,Free or Reduced,Not completed,56,58,48,50
58:08.7,18907,Male,1,Some High School,Standard,Not completed,43,39,46,40
59:25.9,2805,Female,5,Bachelors,Standard,Not completed,85,84,78,79
00:43.0,10189,Male,2,Bachelors,Free or Reduced,Completed,55,62,61,58
02:00.2,11264,Male,1,Associates,Standard,Completed,83,84,88,81
03:17.4,19479,Female,5,Associates,Free or Reduced,Not completed,48,43,39,43
04:34.6,291,Male,3,Some High School,Standard,Not completed,73,70,76,86
05:51.7,22414,Female,1,Associates,Standard,Not completed,96,86,77,76
07:08.9,11788,Female,3,Associates,Free or Reduced,Not completed,59,59,49,46
08:26.1,18999,Female,0,Some College,Standard,Not completed,58,58,51,46
09:43.3,26508,Male,3,Bachelors,Standard,Completed,90,97,94,100
11:00.4,16752,Female,2,Some High School,Standard,Completed,80,87,76,80
12:17.6,15888,Female,0,Some College,Standard,Completed,66,63,57,49
13:34.8,18264,Female,2,Some College,Free or Reduced,Completed,86,83,73,58
14:52.0,17763,Female,5,Some College,Free or Reduced,Not completed,51,56,47,48
16:09.1,29180,Female,1,Associates,Free or Reduced,Not completed,61,60,50,54
17:26.3,29533,Female,1,High School,Standard,Completed,79,81,70,68
18:43.5,23511,Male,2,Some College,Free or Reduced,Completed,36,34,41,37
20:00.7,30527,Male,2,Associates,Free or Reduced,Not completed,51,48,55,54
21:17.8,13845,Female,2,High School,Free or Reduced,Not completed,53,51,44,45
22:35.0,7826,Male,2,Bachelors,Free or Reduced,Not completed,49,49,55,45
23:52.2,3634,Male,2,Associates,Standard,Completed,59,55,62,60
25:09.4,8726,Male,2,Associates,Free or Reduced,Completed,61,50,58,55
26:26.5,19069,Female,5,Some College,Standard,Completed,75,81,70,81
27:43.7,5227,Female,3,High School,Standard,Completed,97,100,92,96
29:00.9,2949,Female,2,Some College,Standard,Completed,72,72,61,61
30:18.1,1765,Female,1,Some College,Free or Reduced,Completed,66,64,54,45
31:35.2,13726,Male,3,Some College,Free or Reduced,Not completed,56,48,55,62
32:52.4,29561,Male,5,Some College,Standard,Completed,80,78,88,91
34:09.6,11365,Male,3,Some College,Standard,Not completed,82,79,85,85
35:26.8,8377,Female,1,Some High School,Standard,Not completed,73,74,67,64
36:43.9,19792,Female,3,Some High School,Standard,Not completed,53,58,47,60
38:01.1,19405,Female,1,Associates,Standard,Not completed,51,49,44,37
39:18.3,26447,Female,3,Some College,Standard,Completed,92,90,82,80
40:35.5,5354,Female,2,Some College,Standard,Completed,66,68,58,55
41:52.6,16202,Female,3,Some High School,Standard,Not completed,68,71,61,60
43:09.8,6826,Female,5,Bachelors,Standard,Completed,87,92,82,78
44:27.0,28076,Male,0,Some College,Free or Reduced,Completed,45,48,50,46
45:44.2,3740,Female,5,High School,Standard,Completed,98,99,93,98
47:01.3,11255,Female,2,Some College,Standard,Not completed,96,94,87,82
48:18.5,18053,Female,3,Some College,Standard,Not completed,66,60,54,46
49:35.7,21424,Male,1,Some College,Standard,Completed,50,48,54,56
50:52.9,16387,Female,0,Some College,Standard,Not completed,87,89,76,76
52:10.0,7258,Male,1,Some High School,Standard,Not completed,61,53,63,49
53:27.2,4148,Female,3,Some College,Standard,Completed,100,100,92,100
54:44.4,18567,Female,1,Some College,Standard,Not completed,80,74,69,77
56:01.5,18339,Female,2,Some College,Free or Reduced,Completed,52,57,46,39
57:18.7,13369,Female,1,Masters,Standard,Not completed,64,72,60,69
58:35.9,9571,Male,5,High School,Standard,Not completed,68,67,78,77
59:53.1,16948,Female,5,Associates,Standard,Completed,79,82,73,78
01:10.2,22426,Female,2,Some College,Standard,Not completed,86,87,75,76
02:27.4,23464,Female,1,Associates,Free or Reduced,Not completed,45,44,38,37
03:44.6,11813,Male,3,High School,Free or Reduced,Completed,76,83,74,81
05:01.8,7375,Female,2,Some College,Standard,Not completed,73,70,62,67
06:18.9,12830,Female,3,Some High School,Standard,Not completed,77,84,73,83
07:36.1,5135,Male,1,High School,Free or Reduced,Not completed,17,17,30,22
08:53.3,3842,Female,3,Bachelors,Standard,Completed,56,65,54,61
10:10.5,15063,Male,5,Some College,Standard,Completed,68,71,84,80
11:27.6,3334,Female,1,High School,Standard,Completed,66,71,58,60
12:44.8,21093,Female,2,Associates,Free or Reduced,Completed,77,73,64,64
14:02.0,14699,Male,2,Some College,Free or Reduced,Not completed,52,49,55,52
15:19.2,14225,Male,2,Associates,Standard,Not completed,70,66,72,77
16:36.3,7553,Female,1,Associates,Standard,Not completed,92,84,75,62
17:53.5,19293,Female,3,Bachelors,Standard,Not completed,87,94,82,77
19:10.7,25705,Female,1,Some High School,Free or Reduced,Not completed,50,46,41,36
20:27.9,741,Female,0,Associates,Free or Reduced,Not completed,57,56,48,37
21:45.0,2797,Female,3,Some High School,Free or Reduced,Completed,46,42,36,39
23:02.2,12309,Male,3,Some College,Standard,Completed,85,89,90,90
24:19.4,8604,Male,3,Associates,Free or Reduced,Not completed,56,53,57,50
25:36.6,2549,Female,3,Masters,Free or Reduced,Completed,86,93,82,64
26:53.7,6239,Male,2,Bachelors,Free or Reduced,Completed,63,57,61,63
28:10.9,26582,Female,5,Some High School,Standard,Completed,88,93,82,84
29:28.1,2726,Male,5,High School,Free or Reduced,Not completed,63,58,61,71
30:45.3,10328,Male,1,Some College,Free or Reduced,Not completed,59,61,64,63
32:02.4,19466,Female,1,Some High School,Standard,Completed,74,74,64,67
33:19.6,15878,Male,3,Some College,Standard,Not completed,71,69,75,73
34:36.8,18089,Female,0,Some College,Standard,Not completed,56,51,46,46
35:54.0,9086,Male,3,Associates,Standard,Completed,85,82,86,90
37:11.1,28681,Female,5,Masters,Standard,Not completed,74,77,72,83
38:28.3,7542,Male,5,Bachelors,Standard,Not completed,78,83,87,100
39:45.5,24448,Male,5,Associates,Free or Reduced,Not completed,86,81,88,90
41:02.7,27165,Female,1,Bachelors,Standard,Not completed,92,90,82,83
42:19.8,26001,Female,3,Some College,Standard,Completed,84,98,84,89
43:37.0,2496,Male,2,Masters,Standard,Not completed,60,59,66,63
44:54.2,17542,Female,2,Associates,Standard,Not completed,94,94,86,92
46:11.4,6788,Male,2,Some College,Free or Reduced,Not completed,36,35,42,34
47:28.5,30461,Female,3,High School,Standard,Not completed,61,65,57,59
48:45.7,11443,Male,1,Some High School,Standard,Not completed,75,68,76,68
50:02.9,21321,Female,2,Some College,Free or Reduced,Not completed,72,77,68,71
51:20.1,21053,Female,2,Some College,Standard,Not completed,78,79,69,62
52:37.2,23836,Male,3,Some High School,Standard,Not completed,56,57,64,69
53:54.4,26691,Male,2,High School,Standard,Completed,77,78,80,76
55:11.6,10798,Female,2,Associates,Standard,Not completed,84,78,72,71
56:28.8,22046,Female,2,Some College,Standard,Not completed,79,70,65,58
57:45.9,22136,Female,5,Bachelors,Free or Reduced,Completed,95,96,87,94
59:03.1,3106,Female,3,High School,Standard,Completed,59,66,57,50
00:20.3,14685,Male,2,Bachelors,Free or Reduced,Completed,90,92,86,83
01:37.5,19524,Female,2,Bachelors,Standard,Completed,98,99,92,92
02:54.6,1827,Female,1,Some High School,Standard,Not completed,84,87,75,62
04:11.8,11625,Male,5,Some High School,Free or Reduced,Not completed,73,64,68,76
05:29.0,640,Male,3,High School,Standard,Not completed,52,51,59,41
06:46.2,22236,Female,2,Some High School,Free or Reduced,Not completed,48,53,44,43
