Time,StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ReadingScore,WritingScore,PredictedMathScore,MathScore
2024-11-12 08:50:28.608752449,26900,Male,2,Some High School,Standard,Completed,78,71,79.0,83
2024-11-12 08:52:21.476159372,27285,Female,5,Some College,Free or Reduced,Not completed,44,44,40.0,49
2024-11-12 08:54:14.343566296,29641,Female,1,Associates,Standard,Not completed,73,66,60.0,59
2024-11-12 08:56:07.210973220,25888,Female,3,Bachelors,Free or Reduced,Completed,73,85,69.0,69
2024-11-12 08:58:00.078380143,28024,Female,2,Masters,Standard,Completed,96,100,91.0,90
2024-11-12 08:59:52.945787067,3812,Female,0,Associates,Standard,Completed,100,100,92.0,92
2024-11-12 09:01:45.813193990,14277,Female,3,Some College,Standard,Not completed,56,53,47.0,51
2024-11-12 09:03:38.680600914,17260,Female,3,Some College,Standard,Not completed,62,68,59.0,67
2024-11-12 09:05:31.548007838,10554,Female,3,High School,Free or Reduced,Not completed,81,79,72.0,65
2024-11-12 09:07:24.415414761,10167,Female,1,Some High School,Standard,Completed,65,62,51.0,47
2024-11-12 09:09:17.282821685,28090,Male,3,High School,Free or Reduced,Not completed,62,58,60.0,56
2024-11-12 09:11:10.150228608,1761,Male,5,High School,Standard,Completed,79,77,88.0,91
2024-11-12 09:13:03.017635532,15679,Female,5,Some High School,Standard,Not completed,59,62,54.0,54
2024-11-12 09:14:55.885042455,21785,Male,0,Some High School,Standard,Not completed,70,66,72.0,68
2024-11-12 09:16:48.752449379,19123,Male,3,Some College,Standard,Completed,55,62,65.0,62
2024-11-12 09:18:41.619856303,30088,Female,3,Associates,Free or Reduced,Completed,66,72,58.0,51
2024-11-12 09:20:34.487263226,2472,Female,2,Some College,Standard,Not completed,82,81,72.0,77
2024-11-12 09:22:27.354670150,15913,Female,1,Some High School,Free or Reduced,Completed,60,65,53.0,55
2024-11-12 09:24:20.222077073,6738,Female,5,High School,Free or Reduced,Not completed,54,49,45.0,40
2024-11-12 09:26:13.089483997,23275,Female,1,Some College,Standard,Not completed,69,74,67.0,59
2024-11-12 09:28:05.956890920,15728,Female,2,Associates,Standard,Not completed,79,71,65.0,57
2024-11-12 09:29:58.824297844,12199,Female,3,Bachelors,Standard,Not completed,95,92,85.0,80
2024-11-12 09:31:51.691704768,7943,Male,3,Some High School,Standard,Completed,83,77,86.0,86
2024-11-12 09:33:44.559111691,12910,Male,2,Associates,Free or Reduced,Not completed,55,52,55.0,57
2024-11-12 09:35:37.426518615,14369,Male,5,Some High School,Standard,Not completed,72,73,85.0,79
2024-11-12 09:37:30.293925538,26069,Male,2,Some College,Standard,Completed,73,66,71.0,66
2024-11-12 09:39:23.161332462,20590,Female,2,Some High School,Standard,Not completed,50,45,41.0,46
2024-11-12 09:41:16.028739386,6371,Male,1,Some College,Free or Reduced,Completed,52,49,52.0,50
2024-11-12 09:43:08.896146309,26734,Male,0,Some High School,Standard,Not completed,62,59,67.0,72
2024-11-12 09:45:01.763553233,25745,Male,3,Bachelors,Standard,Completed,99,97,96.0,99
2024-11-12 09:46:54.630960156,26732,Female,1,Associates,Standard,Completed,68,73,64.0,69
2024-11-12 09:48:47.498367080,16616,Male,0,Bachelors,Standard,Not completed,57,56,63.0,71
2024-11-12 09:50:40.365774003,8258,Female,3,High School,Standard,Completed,82,87,75.0,71
2024-11-12 09:52:33.233180927,7561,Female,2,High School,Free or Reduced,Completed,67,65,54.0,50
2024-11-12 09:54:26.100587851,9795,Male,5,High School,Free or Reduced,Completed,65,64,70.0,71
2024-11-12 09:56:18.967994774,6168,Female,2,Some College,Standard,Not completed,67,70,60.0,65
2024-11-12 09:58:11.835401698,11475,Male,2,Masters,Standard,Not completed,46,48,54.0,54
2024-11-12 10:00:04.702808621,3596,Male,1,Masters,Free or Reduced,Not completed,84,82,81.0,78
2024-11-12 10:01:57.570215545,6288,Female,3,Bachelors,Free or Reduced,Not completed,74,78,68.0,56
2024-11-12 10:03:50.437622468,4632,Female,3,Some High School,Standard,Not completed,62,61,53.0,59
2024-11-12 10:05:43.305029392,15147,Male,5,Associates,Standard,Completed,65,64,73.0,81
2024-11-12 10:07:36.172436316,16509,Male,2,Some High School,Free or Reduced,Not completed,73,56,66.0,66
2024-11-12 10:09:29.039843239,24025,Male,2,Some High School,Free or Reduced,Completed,58,47,52.0,50
2024-11-12 10:11:21.907250163,6229,Male,5,High School,Standard,Not completed,64,57,68.0,70
2024-11-12 10:13:14.774657086,17680,Male,0,Bachelors,Free or Reduced,Not completed,66,64,68.0,69
2024-11-12 10:15:07.642064010,18360,Male,5,Some College,Free or Reduced,Not completed,66,57,64.0,66
2024-11-12 10:17:00.509470934,29850,Female,2,Associates,Standard,Completed,67,74,63.0,58
2024-11-12 10:18:53.376877857,29789,Male,5,Associates,Standard,Not completed,96,92,95.0,100
2024-11-12 10:20:46.244284781,10267,Male,1,Some College,Standard,Not completed,45,41,49.0,46
2024-11-12 10:22:39.111691704,12772,Male,2,Associates,Free or Reduced,Not completed,68,64,68.0,69
2024-11-12 10:24:31.979098628,5750,Male,2,Some College,Standard,Not completed,58,53,62.0,65
2024-11-12 10:26:24.846505551,8152,Male,2,High School,Standard,Not completed,60,51,62.0,66
2024-11-12 10:28:17.713912475,13503,Female,2,Associates,Standard,Not completed,88,84,75.0,81
2024-11-12 10:30:10.581319399,3086,Male,1,Associates,Standard,Not completed,64,59,68.0,70
2024-11-12 10:32:03.448726322,1906,Male,5,High School,Standard,Not completed,71,69,84.0,89
2024-11-12 10:33:56.316133246,6882,Male,1,Some College,Standard,Completed,69,72,75.0,71
2024-11-12 10:35:49.183540169,30616,Female,0,Some High School,Free or Reduced,Not completed,51,57,47.0,47
2024-11-12 10:37:42.050947093,7673,Male,2,High School,Free or Reduced,Completed,48,51,53.0,55
2024-11-12 10:39:34.918354016,19729,Female,3,Some High School,Standard,Completed,56,67,56.0,60
2024-11-12 10:41:27.785760940,8172,Female,3,Some High School,Standard,Not completed,72,71,62.0,65
2024-11-12 10:43:20.653167864,29764,Male,3,Bachelors,Standard,Not completed,100,93,95.0,96
2024-11-12 10:45:13.520574787,5870,Male,3,Some College,Free or Reduced,Not completed,61,59,64.0,63
2024-11-12 10:47:06.387981711,22890,Male,1,Some High School,Standard,Completed,91,90,92.0,90
2024-11-12 10:48:59.255388634,19181,Male,1,Associates,Free or Reduced,Completed,81,85,80.0,82
2024-11-12 10:50:52.122795558,17302,Female,2,Some High School,Standard,Completed,91,93,81.0,79
2024-11-12 10:52:44.990202482,18030,Male,0,Some College,Standard,Completed,78,74,79.0,79
2024-11-12 10:54:37.857609405,5122,Female,3,Masters,Standard,Completed,95,99,91.0,93
2024-11-12 10:56:30.725016329,5126,Male,5,Some High School,Free or Reduced,Not completed,60,44,57.0,55
2024-11-12 10:58:23.592423252,13623,Male,3,High School,Standard,Not completed,65,64,71.0,65
2024-11-12 11:00:16.459830176,15034,Male,2,Some College,Standard,Not completed,70,74,75.0,76
2024-11-12 11:02:09.327237099,4621,Male,1,Some College,Standard,Not completed,67,62,70.0,59
2024-11-12 11:04:02.194644023,6809,Male,5,High School,Standard,Not completed,71,67,79.0,86
2024-11-12 11:05:55.062050947,16748,Male,2,Associates,Standard,Completed,62,69,70.0,69
2024-11-12 11:07:47.929457870,15745,Male,3,High School,Standard,Not completed,87,86,91.0,87
2024-11-12 11:09:40.796864794,11479,Female,2,High School,Standard,Completed,82,85,75.0,70
2024-11-12 11:11:33.664271717,2125,Female,5,Some High School,Free or Reduced,Not completed,90,88,79.0,75
2024-11-12 11:13:26.531678641,8150,Female,5,Associates,Standard,Completed,83,84,78.0,77
2024-11-12 11:15:19.399085564,28699,Male,1,Masters,Standard,Completed,57,66,67.0,69
2024-11-12 11:17:12.266492488,29145,Male,3,Bachelors,Standard,Not completed,94,92,93.0,89
2024-11-12 11:19:05.133899412,8717,Female,2,High School,Standard,Not completed,66,67,59.0,64
2024-11-12 11:20:58.001306335,13013,Male,2,High School,Standard,Not completed,71,63,72.0,76
2024-11-12 11:22:50.868713259,55,Female,2,High School,Free or Reduced,Not completed,41,43,37.0,33
2024-11-12 11:24:43.736120182,17022,Male,3,High School,Free or Reduced,Not completed,68,62,68.0,65
2024-11-12 11:26:36.603527106,302,Female,2,Associates,Standard,Completed,84,81,72.0,67
2024-11-12 11:28:29.470934030,27342,Female,2,Bachelors,Standard,Completed,93,91,83.0,83
2024-11-12 11:30:22.338340953,22195,Male,1,Some High School,Free or Reduced,Completed,66,64,68.0,63
2024-11-12 11:32:15.205747877,17660,Male,1,Bachelors,Standard,Completed,82,87,85.0,83
2024-11-12 11:34:08.073154800,14178,Male,2,Associates,Standard,Not completed,67,61,70.0,74
2024-11-12 11:36:00.940561724,29296,Female,1,Associates,Standard,Completed,92,93,84.0,88
2024-11-12 11:37:53.807968647,26631,Female,1,High School,Standard,Not completed,77,76,69.0,70
2024-11-12 11:39:46.675375571,13568,Female,3,Some High School,Standard,Completed,83,82,72.0,70
2024-11-12 11:41:39.542782495,4432,Male,2,Associates,Free or Reduced,Completed,56,55,56.0,53
2024-11-12 11:43:32.410189418,20028,Female,0,Bachelors,Standard,Not completed,58,56,50.0,51
2024-11-12 11:45:25.277596342,20527,Female,3,Some College,Free or Reduced,Not completed,66,65,55.0,53
2024-11-12 11:47:18.145003265,19262,Female,3,Some High School,Standard,Completed,92,87,76.0,71
2024-11-12 11:49:11.012410189,12394,Male,5,High School,Standard,Completed,74,75,85.0,80
2024-11-12 11:51:03.879817113,22877,Female,2,Some College,Standard,Not completed,55,57,48.0,47
2024-11-12 11:52:56.747224036,10478,Female,3,High School,Standard,Not completed,66,64,58.0,67
2024-11-12 11:54:49.614630960,10453,Male,3,Bachelors,Free or Reduced,Not completed,59,59,63.0,61
2024-11-12 11:56:42.482037883,5240,Female,3,Some College,Standard,Not completed,69,71,61.0,59
2024-11-12 11:58:35.349444807,22574,Male,5,High School,Standard,Completed,78,77,87.0,91
2024-11-12 12:00:28.216851730,10488,Female,1,High School,Standard,Completed,83,83,73.0,73
2024-11-12 12:02:21.084258654,23321,Female,3,Masters,Free or Reduced,Not completed,78,76,68.0,70
2024-11-12 12:04:13.951665578,23624,Female,5,Masters,Standard,Completed,79,86,78.0,89
2024-11-12 12:06:06.819072501,16282,Male,2,Associates,Standard,Not completed,75,72,78.0,83
2024-11-12 12:07:59.686479425,14124,Female,1,Some High School,Free or Reduced,Not completed,61,62,50.0,43
2024-11-12 12:09:52.553886348,26329,Female,2,Masters,Free or Reduced,Completed,79,85,74.0,81
2024-11-12 12:11:45.421293272,10160,Male,2,Some High School,Standard,Not completed,59,54,63.0,60
2024-11-12 12:13:38.288700195,18977,Female,1,High School,Standard,Not completed,52,50,44.0,44
2024-11-12 12:15:31.156107119,27693,Female,1,Some High School,Standard,Completed,81,77,71.0,69
2024-11-12 12:17:24.023514043,18777,Male,1,High School,Standard,Completed,74,69,76.0,70
2024-11-12 12:19:16.890920966,16907,Male,1,Some High School,Free or Reduced,Not completed,35,29,38.0,36
2024-11-12 12:21:09.758327890,6376,Female,3,Some College,Standard,Completed,70,72,61.0,58
2024-11-12 12:23:02.625734813,6981,Female,5,Some High School,Standard,Completed,70,66,62.0,62
2024-11-12 12:24:55.493141737,13716,Female,5,Masters,Standard,Completed,92,100,91.0,92
2024-11-12 12:26:48.360548661,23061,Female,3,Some High School,Standard,Completed,61,69,59.0,66
2024-11-12 12:28:41.227955584,3900,Male,2,Some High School,Free or Reduced,Not completed,46,35,43.0,35
2024-11-12 12:30:34.095362508,30094,Male,3,Some College,Free or Reduced,Not completed,56,54,57.0,58
2024-11-12 12:32:26.962769431,12891,Female,2,Some College,Standard,Not completed,69,69,61.0,64
2024-11-12 12:34:19.830176355,21969,Female,5,Some College,Standard,Completed,93,83,79.0,79
2024-11-12 12:36:12.697583278,21508,Male,3,Masters,Standard,Completed,66,62,69.0,66
2024-11-12 12:38:05.564990202,24340,Female,3,Some College,Standard,Not completed,75,80,70.0,76
2024-11-12 12:39:58.432397126,23954,Male,5,Some High School,Standard,Completed,91,82,91.0,97
2024-11-12 12:41:51.299804049,11314,Female,5,Some High School,Free or Reduced,Not completed,61,53,51.0,60
2024-11-12 12:43:44.167210973,23161,Female,1,Bachelors,Standard,Not completed,78,80,70.0,61
2024-11-12 12:45:37.034617896,28732,Female,2,Some High School,Standard,Not completed,54,47,43.0,38
2024-11-12 12:47:29.902024820,10161,Male,3,Bachelors,Standard,Completed,88,96,92.0,94
2024-11-12 12:49:22.769431743,17055,Male,1,High School,Free or Reduced,Completed,61,65,70.0,78
2024-11-12 12:51:15.636838667,4188,Female,2,Some College,Free or Reduced,Not completed,45,48,40.0,36
2024-11-12 12:53:08.504245591,666,Female,2,Some College,Free or Reduced,Completed,73,71,59.0,63
2024-11-12 12:55:01.371652514,3266,Male,1,Masters,Standard,Completed,81,72,84.0,82
2024-11-12 12:56:54.239059438,18271,Male,1,Bachelors,Free or Reduced,Completed,96,92,85.0,76
2024-11-12 12:58:47.106466361,27842,Female,2,Associates,Free or Reduced,Not completed,79,76,69.0,67
2024-11-12 13:00:39.973873285,8472,Male,5,Some High School,Free or Reduced,Not completed,75,73,76.0,78
2024-11-12 13:02:32.841280209,9911,Female,2,Masters,Standard,Not completed,57,57,51.0,58
2024-11-12 13:04:25.708687132,27523,Female,2,High School,Free or Reduced,Not completed,59,53,45.0,46
2024-11-12 13:06:18.576094056,12647,Male,3,Associates,Standard,Completed,75,79,78.0,69
2024-11-12 13:08:11.443500979,25475,Female,5,High School,Free or Reduced,Not completed,66,59,53.0,52
2024-11-12 13:10:04.310907903,24071,Female,3,Bachelors,Standard,Not completed,63,62,53.0,58
2024-11-12 13:11:57.178314826,22415,Female,2,Some High School,Standard,Not completed,64,61,52.0,51
2024-11-12 13:13:50.045721750,11637,Male,2,Some High School,Free or Reduced,Not completed,48,51,54.0,52
2024-11-12 13:15:42.913128674,6090,Male,5,Some High School,Free or Reduced,Completed,47,42,48.0,41
2024-11-12 13:17:35.780535597,6238,Female,5,Some College,Standard,Completed,86,88,79.0,77
2024-11-12 13:19:28.647942521,15183,Male,2,Bachelors,Standard,Not completed,57,55,63.0,55
2024-11-12 13:21:21.515349444,7350,Male,1,Masters,Free or Reduced,Not completed,59,60,64.0,61
2024-11-12 13:23:14.382756368,24214,Female,1,Bachelors,Standard,Not completed,100,98,90.0,86
2024-11-12 13:25:07.250163291,17144,Male,2,Associates,Standard,Not completed,80,75,84.0,82
2024-11-12 13:27:00.117570215,6254,Female,3,High School,Free or Reduced,Completed,87,82,72.0,74
2024-11-12 13:28:52.984977139,18290,Male,5,Some High School,Standard,Completed,57,55,64.0,56
2024-11-12 13:30:45.852384062,12234,Male,3,Associates,Free or Reduced,Not completed,50,54,56.0,56
2024-11-12 13:32:38.719790986,12015,Female,0,Some College,Free or Reduced,Completed,77,78,67.0,65
2024-11-12 13:34:31.587197909,28714,Male,5,Associates,Free or Reduced,Completed,84,79,87.0,96
2024-11-12 13:36:24.454604833,3818,Male,1,Associates,Free or Reduced,Not completed,36,32,41.0,36
2024-11-12 13:38:17.322011757,6269,Male,2,Some College,Free or Reduced,Completed,73,75,72.0,70
2024-11-12 13:40:10.189418680,4300,Male,1,Some College,Free or Reduced,Not completed,26,29,31.0,31
2024-11-12 13:42:03.056825604,5569,Female,5,High School,Standard,Not completed,69,73,70.0,71
2024-11-12 13:43:55.924232527,14388,Male,2,Some College,Free or Reduced,Not completed,73,66,70.0,72
2024-11-12 13:45:48.791639451,7941,Female,5,Some High School,Free or Reduced,Not completed,69,65,59.0,60
2024-11-12 13:47:41.659046374,27169,Male,0,Some College,Standard,Not completed,78,71,79.0,79
2024-11-12 13:49:34.526453298,4164,Female,3,Bachelors,Standard,Completed,91,95,81.0,67
2024-11-12 13:51:27.393860222,27607,Male,3,Associates,Standard,Completed,69,74,75.0,67
2024-11-12 13:53:20.261267145,22355,Female,2,Bachelors,Standard,Completed,53,60,46.0,42
2024-11-12 13:55:13.128674069,19963,Male,2,Associates,Standard,Not completed,75,68,76.0,79
2024-11-12 13:57:05.996080992,19216,Female,3,High School,Free or Reduced,Completed,58,52,41.0,31
2024-11-12 13:58:58.863487916,21833,Male,2,High School,Standard,Not completed,51,43,53.0,58
2024-11-12 14:00:51.730894839,19856,Female,2,Some College,Standard,Completed,57,64,54.0,47
2024-11-12 14:02:44.598301763,22711,Female,3,Some College,Standard,Completed,77,80,68.0,63
2024-11-12 14:04:37.465708687,16521,Male,3,Associates,Standard,Not completed,80,78,84.0,86
2024-11-12 14:06:30.333115610,7043,Male,1,Some College,Standard,Completed,83,82,85.0,87
2024-11-12 14:08:23.200522534,4892,Female,0,Masters,Standard,Not completed,85,78,72.0,72
2024-11-12 14:10:16.067929457,18564,Male,2,Some College,Standard,Not completed,45,41,49.0,47
2024-11-12 14:12:08.935336381,10320,Female,2,Bachelors,Standard,Completed,87,85,75.0,74
2024-11-12 14:14:01.802743305,24114,Male,5,Some High School,Standard,Not completed,70,66,76.0,76
2024-11-12 14:15:54.670150228,19561,Male,5,Some College,Standard,Not completed,89,84,93.0,100
2024-11-12 14:17:47.537557152,4854,Female,1,Some College,Standard,Not completed,58,58,51.0,57
2024-11-12 14:19:40.404964075,4637,Male,2,Associates,Standard,Not completed,62,59,67.0,65
2024-11-12 14:21:33.272370999,21499,Male,2,Some College,Standard,Completed,60,64,68.0,70
2024-11-12 14:23:26.139777922,9550,Male,2,High School,Free or Reduced,Not completed,45,43,49.0,54
2024-11-12 14:25:19.007184846,24032,Female,3,Some College,Free or Reduced,Not completed,60,66,56.0,57
2024-11-12 14:27:11.874591770,20645,Female,3,Some College,Free or Reduced,Not completed,60,53,47.0,44
2024-11-12 14:29:04.741998693,28920,Female,2,High School,Standard,Not completed,77,75,68.0,69
2024-11-12 14:30:57.609405617,17715,Female,1,Masters,Free or Reduced,Not completed,59,55,47.0,45
2024-11-12 14:32:50.476812540,10209,Male,3,Some College,Free or Reduced,Completed,61,58,59.0,48
2024-11-12 14:34:43.344219464,29118,Female,1,Some High School,Free or Reduced,Completed,52,54,41.0,35
2024-11-12 14:36:36.211626387,27058,Female,5,Some High School,Standard,Not completed,68,57,59.0,63
2024-11-12 14:38:29.079033311,23386,Male,2,Masters,Standard,Not completed,91,92,93.0,100
2024-11-12 14:40:21.946440235,25934,Male,3,Associates,Standard,Not completed,72,67,73.0,71
2024-11-12 14:42:14.813847158,6941,Male,2,Associates,Free or Reduced,Completed,64,67,69.0,62
2024-11-12 14:44:07.681254082,8017,Female,0,Bachelors,Standard,Not completed,84,79,72.0,74
2024-11-12 14:46:00.548661005,22625,Female,1,Some High School,Standard,Completed,59,62,51.0,47
2024-11-12 14:47:53.416067929,9521,Female,2,Masters,Standard,Completed,71,83,67.0,70
2024-11-12 14:49:46.283474853,6949,Male,3,High School,Free or Reduced,Not completed,61,51,60.0,59
2024-11-12 14:51:39.150881776,6881,Female,2,Some High School,Free or Reduced,Completed,51,53,41.0,32
2024-11-12 14:53:32.018288700,13051,Male,3,Associates,Free or Reduced,Not completed,62,53,61.0,66
2024-11-12 14:55:24.885695623,15781,Female,2,Associates,Free or Reduced,Not completed,75,72,61.0,63
2024-11-12 14:57:17.753102547,26726,Male,1,Some College,Free or Reduced,Not completed,55,50,55.0,54
2024-11-12 14:59:10.620509470,20914,Female,1,Masters,Standard,Completed,88,93,82.0,81
2024-11-12 15:01:03.487916394,26698,Male,2,Masters,Free or Reduced,Not completed,44,46,51.0,49
2024-11-12 15:02:56.355323318,4673,Female,1,Bachelors,Standard,Completed,99,100,92.0,98
2024-11-12 15:04:49.222730241,12173,Female,1,Some College,Free or Reduced,Not completed,71,65,56.0,47
2024-11-12 15:06:42.090137165,6996,Female,5,Some High School,Free or Reduced,Not completed,83,76,74.0,73
2024-11-12 15:08:34.957544088,1252,Female,2,Some College,Free or Reduced,Completed,91,98,83.0,79
2024-11-12 15:10:27.824951012,11470,Female,1,Some College,Free or Reduced,Completed,68,71,58.0,59
2024-11-12 15:12:20.692357935,15254,Female,2,Masters,Free or Reduced,Not completed,48,48,41.0,49
2024-11-12 15:14:13.559764859,19758,Male,3,Bachelors,Free or Reduced,Completed,69,74,71.0,63
2024-11-12 15:16:06.427171783,19198,Female,3,Some College,Standard,Not completed,77,76,69.0,71
2024-11-12 15:17:59.294578706,21103,Male,2,High School,Standard,Completed,77,74,80.0,84
2024-11-12 15:19:52.161985630,22928,Female,2,Some College,Free or Reduced,Not completed,78,72,61.0,59
2024-11-12 15:21:45.029392553,10040,Male,1,Some College,Standard,Completed,54,66,66.0,70
2024-11-12 15:23:37.896799477,4858,Male,1,Masters,Free or Reduced,Completed,71,71,71.0,69
2024-11-12 15:25:30.764206401,24285,Female,1,Bachelors,Free or Reduced,Not completed,58,58,48.0,36
2024-11-12 15:27:23.631613324,27613,Female,2,High School,Free or Reduced,Not completed,55,53,44.0,52
2024-11-12 15:29:16.499020248,8580,Female,0,Associates,Free or Reduced,Not completed,58,55,46.0,42
2024-11-12 15:31:09.366427171,8427,Female,2,Masters,Standard,Not completed,90,88,76.0,76
2024-11-12 15:33:02.233834095,17461,Male,2,Some College,Free or Reduced,Not completed,46,41,48.0,49
2024-11-12 15:34:55.101241018,10176,Male,3,Bachelors,Standard,Not completed,77,79,80.0,87
2024-11-12 15:36:47.968647942,4363,Male,1,Some College,Free or Reduced,Not completed,49,39,47.0,52
2024-11-12 15:38:40.836054866,28538,Female,1,Some College,Standard,Completed,95,100,91.0,94
2024-11-12 15:40:33.703461789,17154,Female,3,Bachelors,Free or Reduced,Not completed,63,71,58.0,53
2024-11-12 15:42:26.570868713,10357,Male,0,High School,Standard,Not completed,83,80,85.0,89
2024-11-12 15:44:19.438275636,29109,Female,5,High School,Standard,Not completed,59,58,53.0,56
2024-11-12 15:46:12.305682560,25249,Female,1,High School,Standard,Not completed,51,56,47.0,50
2024-11-12 15:48:05.173089484,16633,Female,1,Bachelors,Standard,Completed,93,96,85.0,87
2024-11-12 15:49:58.040496407,14489,Female,1,Some High School,Free or Reduced,Completed,56,57,48.0,46
2024-11-12 15:51:50.907903331,26150,Female,2,Bachelors,Standard,Not completed,70,77,68.0,73
2024-11-12 15:53:43.775310254,7239,Female,2,High School,Standard,Completed,100,91,85.0,80
2024-11-12 15:55:36.642717178,14430,Female,1,Some High School,Standard,Not completed,52,47,42.0,46
2024-11-12 15:57:29.510124101,3419,Male,1,Some College,Standard,Completed,68,64,69.0,69
2024-11-12 15:59:22.377531025,26657,Female,1,Associates,Standard,Completed,87,93,82.0,85
2024-11-12 16:01:15.244937949,10015,Male,1,High School,Standard,Not completed,81,82,85.0,84
2024-11-12 16:03:08.112344872,30036,Male,3,Some College,Free or Reduced,Not completed,59,53,60.0,57
2024-11-12 16:05:00.979751796,4976,Female,5,Some High School,Standard,Not completed,93,91,85.0,92
2024-11-12 16:06:53.847158719,4544,Male,3,Some High School,Standard,Completed,70,81,76.0,74
2024-11-12 16:08:46.714565643,21949,Male,2,Some High School,Free or Reduced,Not completed,63,57,61.0,59
2024-11-12 16:10:39.581972566,24323,Female,3,Some High School,Standard,Not completed,56,51,46.0,44
2024-11-12 16:12:32.449379490,17100,Male,5,Some High School,Standard,Not completed,72,74,85.0,85
2024-11-12 16:14:25.316786414,21164,Female,1,Some High School,Standard,Not completed,56,55,48.0,46
2024-11-12 16:16:18.184193337,12338,Female,3,Some College,Standard,Not completed,68,73,67.0,71
2024-11-12 16:18:11.051600261,2048,Male,5,Bachelors,Free or Reduced,Not completed,53,54,56.0,62
2024-11-12 16:20:03.919007184,5997,Female,1,Masters,Standard,Completed,77,77,67.0,59
2024-11-12 16:21:56.786414108,22984,Female,1,High School,Free or Reduced,Completed,57,62,49.0,45
2024-11-12 16:23:49.653821032,23629,Male,2,Associates,Standard,Completed,95,94,94.0,92
2024-11-12 16:25:42.521227955,15444,Male,2,Some High School,Standard,Not completed,79,73,83.0,82
2024-11-12 16:27:35.388634879,13456,Female,0,Bachelors,Standard,Not completed,53,54,46.0,50
2024-11-12 16:29:28.256041802,20562,Female,5,Some College,Standard,Not completed,60,64,60.0,71
2024-11-12 16:31:21.123448726,4809,Male,3,Masters,Free or Reduced,Not completed,91,88,88.0,85
2024-11-12 16:33:13.990855649,10916,Female,0,Some High School,Standard,Not completed,73,61,59.0,58
2024-11-12 16:35:06.858262573,3636,Female,3,Some High School,Standard,Completed,71,78,66.0,70
2024-11-12 16:36:59.725669497,23524,Male,2,Some High School,Free or Reduced,Not completed,53,46,55.0,57
2024-11-12 16:38:52.593076420,23574,Female,1,Bachelors,Free or Reduced,Not completed,80,76,70.0,62
2024-11-12 16:40:45.460483344,17844,Female,0,Some College,Standard,Not completed,64,62,52.0,50
2024-11-12 16:42:38.327890267,15106,Female,1,Some High School,Standard,Completed,70,68,59.0,54
2024-11-12 16:44:31.195297191,5989,Female,2,Some College,Standard,Not completed,65,62,53.0,47
2024-11-12 16:46:24.062704114,9860,Male,2,Some High School,Free or Reduced,Not completed,66,67,71.0,71
2024-11-12 16:48:16.930111038,27332,Male,2,Some College,Standard,Completed,73,77,77.0,74
2024-11-12 16:50:09.797517962,18384,Male,1,Associates,Standard,Completed,96,100,95.0,97
2024-11-12 16:52:02.664924885,12763,Female,3,Some College,Free or Reduced,Not completed,67,60,53.0,47
2024-11-12 16:53:55.532331809,29189,Male,2,High School,Standard,Not completed,60,51,62.0,58
2024-11-12 16:55:48.399738732,15158,Male,1,Some College,Free or Reduced,Not completed,67,65,69.0,66
2024-11-12 16:57:41.267145656,8175,Female,1,Some High School,Free or Reduced,Not completed,55,51,44.0,43
2024-11-12 16:59:34.134552580,404,Female,2,High School,Standard,Not completed,59,62,52.0,54
2024-11-12 17:01:27.001959503,384,Female,0,Some High School,Free or Reduced,Not completed,43,43,37.0,38
2024-11-12 17:03:19.869366427,8702,Female,2,Some College,Free or Reduced,Not completed,68,66,56.0,58
2024-11-12 17:05:12.736773350,7266,Male,1,Associates,Standard,Not completed,67,56,68.0,61
2024-11-12 17:07:05.604180274,10344,Male,3,Masters,Free or Reduced,Not completed,66,72,72.0,76
2024-11-12 17:08:58.471587197,18017,Male,0,High School,Free or Reduced,Not completed,65,65,70.0,76
2024-11-12 17:10:51.338994121,20384,Male,0,High School,Standard,Completed,74,68,74.0,67
2024-11-12 17:12:44.206401045,13772,Male,3,Bachelors,Free or Reduced,Not completed,53,50,55.0,55
2024-11-12 17:14:37.073807968,21168,Male,2,Associates,Free or Reduced,Not completed,54,52,55.0,52
2024-11-12 17:16:29.941214892,6938,Female,5,Masters,Standard,Completed,87,96,83.0,87
2024-11-12 17:18:22.808621815,6970,Male,5,Bachelors,Free or Reduced,Not completed,58,52,58.0,61
2024-11-12 17:20:15.676028739,20309,Male,1,Associates,Free or Reduced,Completed,51,53,54.0,48
2024-11-12 17:22:08.543435662,4158,Female,2,Some High School,Standard,Not completed,62,58,52.0,54
2024-11-12 17:24:01.410842586,23833,Female,3,Associates,Standard,Not completed,71,72,62.0,62
2024-11-12 17:25:54.278249510,29524,Male,5,Some College,Standard,Not completed,49,54,63.0,71
2024-11-12 17:27:47.145656433,29877,Female,5,Some High School,Free or Reduced,Not completed,67,61,56.0,60
2024-11-12 17:29:40.013063357,13550,Female,2,Some High School,Free or Reduced,Not completed,58,48,44.0,47
2024-11-12 17:31:32.880470280,8415,Male,3,Some College,Standard,Completed,66,75,73.0,79
2024-11-12 17:33:25.747877204,2193,Female,1,Associates,Standard,Not completed,42,49,41.0,34
2024-11-12 17:35:18.615284128,27712,Female,3,Some High School,Free or Reduced,Completed,65,76,63.0,63
2024-11-12 17:37:11.482691051,29045,Female,5,Some High School,Standard,Not completed,81,85,79.0,89
