Time,StudentID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ReadingScore,WritingScore,PredictedMathScore,MathScore
2024-11-17 01:39:32.131372818,23335,Male,3,Associates,Standard,Not completed,56,58,64.0,65
2024-11-17 01:40:49.306032705,7682,Male,3,Associates,Free or Reduced,Not completed,47,49,53.0,60
2024-11-17 01:42:06.480692593,26760,Female,3,High School,Standard,Completed,89,90,80.0,86
2024-11-17 01:43:23.655352480,811,Male,0,High School,Free or Reduced,Not completed,47,49,53.0,45
2024-11-17 01:44:40.830012367,12051,Female,5,Some College,Free or Reduced,Completed,84,81,75.0,72
2024-11-17 01:45:58.004672255,18493,Female,0,Bachelors,Standard,Not completed,57,66,55.0,57
2024-11-17 01:47:15.179332142,30040,Male,2,High School,Standard,Not completed,69,62,71.0,73
2024-11-17 01:48:32.353992029,6483,Female,1,Some High School,Standard,Not completed,76,65,61.0,71
2024-11-17 01:49:49.528651917,6258,Male,1,Associates,Free or Reduced,Not completed,58,62,64.0,59
2024-11-17 01:51:06.703311804,25177,Male,2,Some College,Standard,Not completed,85,78,85.0,95
2024-11-17 01:52:23.877971691,28409,Male,1,Associates,Standard,Not completed,62,62,68.0,64
2024-11-17 01:53:41.052631578,367,Male,2,Bachelors,Free or Reduced,Not completed,66,61,66.0,61
2024-11-17 01:54:58.227291466,17460,Male,2,Masters,Standard,Not completed,69,72,75.0,77
2024-11-17 01:56:15.401951353,11527,Male,3,High School,Standard,Not completed,46,48,54.0,63
2024-11-17 01:57:32.576611240,9440,Female,2,Masters,Standard,Completed,96,99,91.0,87
2024-11-17 01:58:49.751271128,18461,Female,3,Associates,Standard,Not completed,73,72,62.0,58
2024-11-17 02:00:06.925931015,8807,Male,3,Some College,Free or Reduced,Not completed,65,61,67.0,67
2024-11-17 02:01:24.100590902,6216,Female,2,Bachelors,Standard,Not completed,92,90,82.0,81
2024-11-17 02:02:41.275250790,7743,Male,5,High School,Free or Reduced,Not completed,62,56,62.0,60
2024-11-17 02:03:58.449910677,127,Male,3,Some College,Standard,Completed,77,74,79.0,65
2024-11-17 02:05:15.624570564,20752,Male,3,Some High School,Standard,Not completed,86,80,86.0,87
2024-11-17 02:06:32.799230452,6814,Male,5,Some College,Standard,Not completed,77,72,87.0,86
2024-11-17 02:07:49.973890339,873,Male,5,Associates,Free or Reduced,Not completed,90,82,88.0,90
2024-11-17 02:09:07.148550226,20084,Male,3,Bachelors,Standard,Not completed,70,68,74.0,72
2024-11-17 02:10:24.323210114,12850,Male,3,Some College,Standard,Not completed,65,61,69.0,71
2024-11-17 02:11:41.497870001,18997,Male,3,Some College,Standard,Completed,81,82,84.0,87
2024-11-17 02:12:58.672529888,4519,Male,3,High School,Free or Reduced,Completed,55,51,54.0,45
2024-11-17 02:14:15.847189776,30375,Female,1,High School,Standard,Not completed,93,90,82.0,80
2024-11-17 02:15:33.021849663,456,Female,3,Bachelors,Standard,Not completed,89,89,76.0,79
2024-11-17 02:16:50.196509550,8966,Male,2,Some College,Standard,Not completed,59,60,66.0,64
2024-11-17 02:18:07.371169437,16221,Male,2,Some College,Standard,Completed,72,77,76.0,82
2024-11-17 02:19:24.545829325,11666,Male,2,Associates,Free or Reduced,Completed,89,86,87.0,85
2024-11-17 02:20:41.720489212,22066,Female,5,Masters,Standard,Completed,93,97,86.0,85
2024-11-17 02:21:58.895149099,24936,Female,3,Associates,Free or Reduced,Completed,81,80,71.0,55
2024-11-17 02:23:16.069808987,11574,Male,1,Some High School,Free or Reduced,Not completed,55,49,55.0,62
2024-11-17 02:24:33.244468874,13366,Male,2,High School,Free or Reduced,Completed,70,58,65.0,64
2024-11-17 02:25:50.419128761,1805,Female,2,Some College,Standard,Not completed,56,59,51.0,54
2024-11-17 02:27:07.593788649,4084,Female,0,High School,Standard,Completed,62,64,56.0,69
2024-11-17 02:28:24.768448536,15239,Female,5,Associates,Standard,Not completed,82,80,75.0,78
2024-11-17 02:29:41.943108423,2405,Male,3,Masters,Free or Reduced,Not completed,66,70,71.0,71
2024-11-17 02:30:59.117768311,23391,Male,1,Masters,Standard,Not completed,54,59,65.0,62
2024-11-17 02:32:16.292428198,20600,Male,5,Some High School,Standard,Not completed,77,72,87.0,88
2024-11-17 02:33:33.467088085,10994,Male,3,High School,Free or Reduced,Completed,48,55,54.0,51
2024-11-17 02:34:50.641747973,11044,Male,1,Bachelors,Standard,Not completed,57,57,63.0,60
2024-11-17 02:36:07.816407860,30116,Female,1,Some High School,Standard,Not completed,75,64,61.0,55
2024-11-17 02:37:24.991067747,17093,Female,5,Masters,Standard,Not completed,100,91,87.0,84
2024-11-17 02:38:42.165727635,24436,Female,3,Bachelors,Free or Reduced,Not completed,78,77,69.0,57
2024-11-17 02:39:59.340387522,22666,Female,1,High School,Standard,Not completed,43,44,38.0,33
2024-11-17 02:41:16.515047409,3230,Female,5,High School,Standard,Not completed,81,73,72.0,64
2024-11-17 02:42:33.689707297,30282,Female,5,Some High School,Standard,Not completed,70,76,72.0,77
2024-11-17 02:43:50.864367184,3162,Female,3,Masters,Free or Reduced,Completed,71,81,66.0,53
2024-11-17 02:45:08.039027071,12157,Female,3,High School,Standard,Completed,94,89,77.0,81
2024-11-17 02:46:25.213686958,11732,Female,3,High School,Free or Reduced,Not completed,79,72,64.0,59
2024-11-17 02:47:42.388346846,3662,Female,3,Some High School,Standard,Not completed,70,74,67.0,77
2024-11-17 02:48:59.563006733,13498,Female,1,Masters,Free or Reduced,Not completed,81,83,73.0,73
2024-11-17 02:50:16.737666620,12836,Male,2,Associates,Standard,Completed,73,72,76.0,78
2024-11-17 02:51:33.912326508,18104,Male,2,Bachelors,Standard,Completed,92,89,92.0,98
2024-11-17 02:52:51.086986395,24368,Female,3,Some College,Standard,Not completed,75,77,69.0,61
2024-11-17 02:54:08.261646282,24296,Female,3,Some High School,Free or Reduced,Completed,62,63,54.0,53
2024-11-17 02:55:25.436306170,25490,Male,3,Some College,Standard,Not completed,60,56,64.0,68
2024-11-17 02:56:42.610966057,7503,Male,2,Associates,Standard,Not completed,84,82,86.0,86
2024-11-17 02:57:59.785625944,22583,Male,3,High School,Free or Reduced,Completed,72,71,72.0,71
2024-11-17 02:59:16.960285832,12745,Male,1,Some High School,Free or Reduced,Not completed,71,67,71.0,70
2024-11-17 03:00:34.134945719,7467,Female,3,Associates,Standard,Completed,70,66,59.0,50
2024-11-17 03:01:51.309605606,23075,Female,2,Bachelors,Standard,Not completed,93,95,85.0,89
2024-11-17 03:03:08.484265494,10036,Male,2,Masters,Standard,Completed,87,90,90.0,87
2024-11-17 03:04:25.658925381,3387,Male,0,Some High School,Standard,Not completed,73,66,72.0,85
2024-11-17 03:05:42.833585268,15412,Male,2,Some College,Free or Reduced,Not completed,76,69,73.0,75
2024-11-17 03:07:00.008245156,20747,Male,3,Bachelors,Free or Reduced,Not completed,81,78,79.0,80
2024-11-17 03:08:17.182905043,22321,Male,3,Some College,Free or Reduced,Not completed,73,72,72.0,73
2024-11-17 03:09:34.357564930,21279,Female,3,Some High School,Free or Reduced,Not completed,69,65,57.0,53
2024-11-17 03:10:51.532224817,18294,Male,2,Some High School,Standard,Not completed,75,70,78.0,77
2024-11-17 03:12:08.706884705,19487,Female,3,Bachelors,Free or Reduced,Completed,68,72,59.0,54
2024-11-17 03:13:25.881544592,7671,Female,5,Some College,Free or Reduced,Not completed,76,75,71.0,70
2024-11-17 03:14:43.056204479,20401,Male,2,Some High School,Standard,Completed,64,59,67.0,62
2024-11-17 03:16:00.230864367,10671,Male,1,Some College,Standard,Completed,64,63,69.0,74
2024-11-17 03:17:17.405524254,4949,Female,5,Bachelors,Standard,Not completed,100,94,88.0,89
2024-11-17 03:18:34.580184141,22179,Male,5,Some High School,Free or Reduced,Not completed,82,77,86.0,93
2024-11-17 03:19:51.754844029,11438,Female,5,Some College,Standard,Not completed,100,95,88.0,84
2024-11-17 03:21:08.929503916,15939,Female,5,Some College,Standard,Not completed,63,68,62.0,63
2024-11-17 03:22:26.104163803,16716,Male,1,Some High School,Standard,Not completed,47,48,54.0,48
2024-11-17 03:23:43.278823691,17817,Male,5,Some College,Free or Reduced,Completed,62,65,70.0,76
2024-11-17 03:25:00.453483578,536,Male,2,Associates,Standard,Completed,60,58,61.0,51
2024-11-17 03:26:17.628143465,14768,Female,5,Some High School,Standard,Not completed,100,93,87.0,94
2024-11-17 03:27:34.802803353,22040,Female,3,Some High School,Standard,Not completed,79,75,69.0,79
2024-11-17 03:28:51.977463240,13510,Female,3,Some College,Free or Reduced,Not completed,62,62,51.0,50
2024-11-17 03:30:09.152123127,5472,Female,2,Associates,Standard,Not completed,69,59,58.0,63
2024-11-17 03:31:26.326783015,27616,Male,5,Masters,Standard,Not completed,60,66,74.0,69
2024-11-17 03:32:43.501442902,13938,Male,2,Some College,Standard,Not completed,58,58,63.0,65
2024-11-17 03:34:00.676102789,25548,Female,3,Associates,Free or Reduced,Not completed,50,42,37.0,34
2024-11-17 03:35:17.850762676,26185,Male,1,Associates,Standard,Not completed,53,51,58.0,59
2024-11-17 03:36:35.025422564,1197,Female,3,Some High School,Free or Reduced,Not completed,55,50,44.0,39
2024-11-17 03:37:52.200082451,17900,Male,1,High School,Free or Reduced,Not completed,69,62,68.0,61
2024-11-17 03:39:09.374742338,28633,Female,3,Associates,Standard,Not completed,80,88,76.0,89
2024-11-17 03:40:26.549402226,5865,Female,2,Associates,Standard,Not completed,93,95,85.0,94
2024-11-17 03:41:43.724062113,30488,Female,3,Some College,Standard,Not completed,81,81,72.0,73
2024-11-17 03:43:00.898722000,6003,Female,0,Some College,Standard,Not completed,61,55,51.0,45
2024-11-17 03:44:18.073381888,27115,Male,2,Some High School,Free or Reduced,Not completed,53,51,55.0,69
2024-11-17 03:45:35.248041775,11893,Male,1,Some High School,Free or Reduced,Not completed,76,67,73.0,71
2024-11-17 03:46:52.422701662,30246,Male,2,Some College,Standard,Not completed,63,56,64.0,67
2024-11-17 03:48:09.597361550,5814,Female,1,Associates,Free or Reduced,Not completed,71,71,59.0,53
2024-11-17 03:49:26.772021437,18162,Male,1,Some College,Free or Reduced,Completed,40,42,47.0,38
2024-11-17 03:50:43.946681324,985,Male,0,High School,Standard,Not completed,51,54,61.0,57
2024-11-17 03:52:01.121341212,9971,Male,1,Masters,Standard,Not completed,99,88,93.0,99
2024-11-17 03:53:18.296001099,28926,Female,0,Associates,Free or Reduced,Not completed,59,57,49.0,52
2024-11-17 03:54:35.470660986,5513,Female,3,High School,Standard,Not completed,84,94,83.0,81
2024-11-17 03:55:52.645320874,27671,Female,3,Some College,Standard,Not completed,72,65,61.0,53
2024-11-17 03:57:09.819980761,7724,Male,3,Bachelors,Free or Reduced,Not completed,80,79,78.0,86
2024-11-17 03:58:26.994640648,28355,Female,2,Associates,Standard,Not completed,88,94,83.0,83
2024-11-17 03:59:44.169300535,25230,Male,2,Associates,Standard,Completed,74,76,77.0,71
2024-11-17 04:01:01.343960423,23887,Male,2,Some College,Standard,Completed,71,72,75.0,70
2024-11-17 04:02:18.518620310,2566,Male,2,Some College,Standard,Not completed,69,66,71.0,71
2024-11-17 04:03:35.693280197,30340,Male,2,Bachelors,Standard,Not completed,48,41,50.0,50
2024-11-17 04:04:52.867940085,17133,Female,2,Some College,Standard,Completed,63,70,59.0,55
2024-11-17 04:06:10.042599972,6803,Female,5,Associates,Free or Reduced,Completed,100,100,93.0,87
2024-11-17 04:07:27.217259859,3660,Male,2,Bachelors,Standard,Not completed,66,68,72.0,70
2024-11-17 04:08:44.391919747,16379,Female,2,Some College,Standard,Completed,79,87,75.0,69
2024-11-17 04:10:01.566579634,12148,Male,1,Masters,Free or Reduced,Completed,87,90,86.0,91
2024-11-17 04:11:18.741239521,17489,Female,2,Associates,Standard,Not completed,37,42,35.0,39
2024-11-17 04:12:35.915899409,17814,Male,5,Some College,Free or Reduced,Not completed,56,52,56.0,64
2024-11-17 04:13:53.090559296,26605,Male,2,Masters,Standard,Not completed,67,66,71.0,78
2024-11-17 04:15:10.265219183,19032,Male,2,Some High School,Standard,Not completed,71,62,71.0,68
2024-11-17 04:16:27.439879071,5339,Male,3,High School,Standard,Completed,73,74,76.0,77
2024-11-17 04:17:44.614538958,2851,Female,2,High School,Standard,Not completed,54,56,47.0,52
2024-11-17 04:19:01.789198845,30355,Male,2,Some High School,Standard,Completed,64,59,67.0,68
2024-11-17 04:20:18.963858733,21825,Male,0,High School,Standard,Not completed,44,42,49.0,46
2024-11-17 04:21:36.138518620,3050,Male,1,Some High School,Standard,Not completed,53,50,58.0,70
2024-11-17 04:22:53.313178507,30288,Female,1,High School,Standard,Completed,86,85,75.0,73
2024-11-17 04:24:10.487838394,17683,Female,5,Bachelors,Free or Reduced,Completed,96,94,86.0,86
2024-11-17 04:25:27.662498282,5982,Female,5,Bachelors,Free or Reduced,Completed,76,67,62.0,48
2024-11-17 04:26:44.837158169,5875,Female,1,High School,Standard,Not completed,68,60,57.0,42
2024-11-17 04:28:02.011818056,27405,Male,5,Associates,Free or Reduced,Completed,81,82,85.0,78
2024-11-17 04:29:19.186477944,10664,Female,3,Bachelors,Standard,Not completed,73,72,62.0,62
2024-11-17 04:30:36.361137831,4203,Male,2,High School,Standard,Not completed,76,67,77.0,71
2024-11-17 04:31:53.535797718,6187,Female,1,Some High School,Standard,Not completed,53,48,43.0,52
2024-11-17 04:33:10.710457606,27850,Female,3,Some College,Standard,Not completed,84,88,75.0,81
2024-11-17 04:34:27.885117493,27074,Male,1,Associates,Free or Reduced,Completed,82,81,78.0,79
2024-11-17 04:35:45.059777380,3483,Female,1,High School,Standard,Not completed,62,56,52.0,62
2024-11-17 04:37:02.234437268,14143,Female,0,Some High School,Standard,Completed,65,67,57.0,60
2024-11-17 04:38:19.409097155,16183,Male,3,Bachelors,Free or Reduced,Not completed,47,44,51.0,54
2024-11-17 04:39:36.583757042,4502,Male,2,High School,Standard,Not completed,81,77,85.0,84
2024-11-17 04:40:53.758416930,22339,Male,2,Bachelors,Standard,Completed,76,78,79.0,74
2024-11-17 04:42:10.933076817,12477,Male,3,Some High School,Standard,Not completed,57,60,66.0,69
2024-11-17 04:43:28.107736704,6308,Male,3,Some College,Standard,Not completed,74,77,77.0,80
2024-11-17 04:44:45.282396592,19234,Female,1,Some High School,Free or Reduced,Not completed,63,61,50.0,52
2024-11-17 04:46:02.457056479,20353,Female,3,High School,Standard,Completed,95,99,91.0,88
2024-11-17 04:47:19.631716366,27989,Male,2,Associates,Free or Reduced,Not completed,60,65,68.0,76
2024-11-17 04:48:36.806376253,30507,Female,5,Associates,Standard,Completed,86,80,76.0,74
2024-11-17 04:49:53.981036141,16037,Male,2,Some High School,Standard,Completed,48,44,51.0,38
2024-11-17 04:51:11.155696028,2641,Female,3,Masters,Free or Reduced,Not completed,69,73,66.0,58
2024-11-17 04:52:28.330355915,21397,Male,1,Some High School,Standard,Completed,56,57,62.0,61
2024-11-17 04:53:45.505015803,6760,Male,0,High School,Standard,Completed,71,75,76.0,82
2024-11-17 04:55:02.679675690,12451,Male,3,Masters,Standard,Not completed,75,74,78.0,81
2024-11-17 04:56:19.854335577,12766,Female,3,Some High School,Standard,Not completed,62,65,57.0,62
2024-11-17 04:57:37.028995465,27033,Male,1,Associates,Standard,Completed,79,74,83.0,79
2024-11-17 04:58:54.203655352,18864,Female,2,Some College,Free or Reduced,Completed,62,67,55.0,46
2024-11-17 05:00:11.378315239,23006,Female,5,Associates,Free or Reduced,Completed,68,73,66.0,75
2024-11-17 05:01:28.552975127,27149,Female,3,Some College,Standard,Not completed,74,73,67.0,58
2024-11-17 05:02:45.727635014,16891,Female,1,High School,Free or Reduced,Not completed,54,47,42.0,41
2024-11-17 05:04:02.902294901,4851,Female,5,Masters,Standard,Not completed,87,91,83.0,85
2024-11-17 05:05:20.076954789,971,Male,2,Some High School,Standard,Completed,72,69,76.0,78
2024-11-17 05:06:37.251614676,1453,Female,2,High School,Standard,Completed,96,96,87.0,92
2024-11-17 05:07:54.426274563,880,Male,2,Bachelors,Standard,Completed,64,66,70.0,63
2024-11-17 05:09:11.600934451,24763,Male,1,Associates,Standard,Not completed,73,72,77.0,82
2024-11-17 05:10:28.775594338,6526,Female,2,Bachelors,Free or Reduced,Not completed,49,49,43.0,39
2024-11-17 05:11:45.950254225,28772,Male,0,Associates,Standard,Not completed,76,73,79.0,76
2024-11-17 05:13:03.124914112,13174,Female,2,Bachelors,Free or Reduced,Not completed,76,79,69.0,77
2024-11-17 05:14:20.299574000,2463,Male,2,Some High School,Free or Reduced,Not completed,61,54,61.0,54
2024-11-17 05:15:37.474233887,16418,Male,2,High School,Standard,Not completed,90,82,88.0,86
2024-11-17 05:16:54.648893774,3474,Female,0,High School,Standard,Completed,83,84,75.0,64
2024-11-17 05:18:11.823553662,13295,Male,5,High School,Standard,Not completed,63,63,74.0,65
2024-11-17 05:19:28.998213549,14049,Female,1,High School,Standard,Not completed,76,71,61.0,60
2024-11-17 05:20:46.172873436,8256,Female,1,High School,Standard,Completed,97,91,85.0,83
2024-11-17 05:22:03.347533324,17037,Female,0,Associates,Standard,Not completed,64,69,59.0,55
2024-11-17 05:23:20.522193211,27443,Female,2,Associates,Standard,Not completed,86,82,72.0,76
2024-11-17 05:24:37.696853098,22697,Male,1,Some College,Standard,Not completed,70,64,70.0,75
2024-11-17 05:25:54.871512986,10556,Female,5,Associates,Standard,Completed,92,92,85.0,87
2024-11-17 05:27:12.046172873,21303,Female,3,Some College,Standard,Completed,92,90,82.0,73
2024-11-17 05:28:29.220832760,23448,Female,2,Some College,Free or Reduced,Not completed,64,61,50.0,53
2024-11-17 05:29:46.395492648,10078,Male,1,High School,Free or Reduced,Completed,61,57,60.0,57
2024-11-17 05:31:03.570152535,22887,Male,2,High School,Standard,Not completed,58,55,63.0,68
2024-11-17 05:32:20.744812422,7353,Male,2,Some High School,Free or Reduced,Not completed,38,36,43.0,41
2024-11-17 05:33:37.919472310,16293,Male,1,Some College,Standard,Completed,45,50,54.0,57
2024-11-17 05:34:55.094132197,25904,Male,3,Some High School,Standard,Completed,74,71,76.0,82
2024-11-17 05:36:12.268792084,12530,Male,1,Some High School,Standard,Completed,71,61,69.0,65
2024-11-17 05:37:29.443451972,24483,Female,2,Some High School,Standard,Not completed,58,60,51.0,61
2024-11-17 05:38:46.618111859,8145,Male,3,Some College,Standard,Completed,99,94,95.0,93
2024-11-17 05:40:03.792771746,6835,Male,3,Associates,Free or Reduced,Not completed,47,39,45.0,48
2024-11-17 05:41:20.967431633,30624,Male,0,Associates,Standard,Not completed,66,63,70.0,62
2024-11-17 05:42:38.142091521,24556,Male,2,Some High School,Standard,Not completed,78,75,80.0,79
2024-11-17 05:43:55.316751408,9477,Female,2,Some College,Standard,Not completed,62,64,57.0,54
2024-11-17 05:45:12.491411295,11626,Male,3,Some College,Standard,Not completed,62,58,64.0,75
2024-11-17 05:46:29.666071183,25889,Female,5,High School,Free or Reduced,Not completed,59,57,51.0,56
2024-11-17 05:47:46.840731070,18292,Female,1,Associates,Standard,Not completed,86,89,76.0,82
2024-11-17 05:49:04.015390957,21979,Female,1,High School,Standard,Completed,89,90,80.0,81
2024-11-17 05:50:21.190050845,23441,Female,2,Associates,Standard,Completed,46,39,33.0,34
2024-11-17 05:51:38.364710732,18139,Male,0,Masters,Standard,Not completed,66,63,70.0,67
2024-11-17 05:52:55.539370619,10475,Male,3,Some High School,Free or Reduced,Not completed,64,63,69.0,61
2024-11-17 05:54:12.714030507,6379,Female,5,Masters,Free or Reduced,Not completed,86,84,78.0,82
2024-11-17 05:55:29.888690394,17104,Female,3,Associates,Standard,Not completed,54,54,46.0,42
2024-11-17 05:56:47.063350281,21973,Female,5,Bachelors,Free or Reduced,Not completed,67,72,62.0,65
2024-11-17 05:58:04.238010169,1741,Male,2,Associates,Free or Reduced,Not completed,79,73,76.0,67
2024-11-17 05:59:21.412670056,22404,Female,3,Associates,Free or Reduced,Completed,81,78,71.0,60
2024-11-17 06:00:38.587329943,20117,Female,2,Bachelors,Free or Reduced,Not completed,75,72,60.0,66
2024-11-17 06:01:55.761989831,19649,Male,3,Associates,Standard,Not completed,71,72,76.0,74
2024-11-17 06:03:12.936649718,16773,Male,2,Some College,Free or Reduced,Not completed,50,42,51.0,56
2024-11-17 06:04:30.111309605,4404,Female,0,Some College,Standard,Not completed,71,62,58.0,63
2024-11-17 06:05:47.285969492,16242,Female,0,Some College,Standard,Not completed,75,76,68.0,56
2024-11-17 06:07:04.460629380,9353,Male,3,Bachelors,Free or Reduced,Completed,59,69,67.0,70
2024-11-17 06:08:21.635289267,9712,Male,2,Masters,Standard,Not completed,72,73,76.0,80
2024-11-17 06:09:38.809949154,12574,Male,3,Bachelors,Standard,Completed,84,89,90.0,96
2024-11-17 06:10:55.984609042,2583,Male,2,Some High School,Free or Reduced,Completed,80,80,77.0,82
2024-11-17 06:12:13.159268929,28800,Female,2,High School,Free or Reduced,Completed,84,76,70.0,57
2024-11-17 06:13:30.333928816,28105,Male,5,Some High School,Standard,Not completed,82,69,89.0,79
2024-11-17 06:14:47.508588704,13019,Male,1,Bachelors,Free or Reduced,Completed,65,71,70.0,66
2024-11-17 06:16:04.683248591,15260,Male,1,Some High School,Standard,Completed,72,67,73.0,70
2024-11-17 06:17:21.857908478,24559,Male,0,High School,Standard,Completed,80,76,84.0,86
2024-11-17 06:18:39.032568366,15108,Male,2,Associates,Standard,Not completed,83,79,85.0,88
2024-11-17 06:19:56.207228253,17223,Female,3,High School,Standard,Not completed,61,53,49.0,45
2024-11-17 06:21:13.381888140,16060,Female,3,Bachelors,Standard,Not completed,85,86,75.0,66
2024-11-17 06:22:30.556548028,28469,Male,0,Associates,Free or Reduced,Not completed,56,59,61.0,65
2024-11-17 06:23:47.731207915,11644,Male,2,High School,Standard,Completed,68,70,75.0,72
2024-11-17 06:25:04.905867802,1723,Female,2,Bachelors,Standard,Completed,80,86,75.0,65
2024-11-17 06:26:22.080527690,2084,Female,2,Some High School,Free or Reduced,Not completed,64,62,50.0,49
2024-11-17 06:27:39.255187577,346,Male,1,Some College,Standard,Not completed,61,57,63.0,62
2024-11-17 06:28:56.429847464,4832,Male,3,High School,Standard,Completed,67,67,73.0,75
2024-11-17 06:30:13.604507351,9363,Male,3,Bachelors,Free or Reduced,Completed,58,64,64.0,56
2024-11-17 06:31:30.779167239,3398,Male,3,High School,Standard,Completed,78,78,80.0,79
2024-11-17 06:32:47.953827126,12513,Female,3,Some College,Free or Reduced,Completed,58,51,42.0,42
2024-11-17 06:34:05.128487013,23313,Male,2,High School,Free or Reduced,Not completed,43,39,45.0,46
2024-11-17 06:35:22.303146901,13875,Female,5,Some High School,Standard,Not completed,86,78,76.0,75
2024-11-17 06:36:39.477806788,15676,Male,0,Some College,Free or Reduced,Not completed,58,50,57.0,55
2024-11-17 06:37:56.652466675,8648,Male,2,Masters,Standard,Not completed,66,65,71.0,77
2024-11-17 06:39:13.827126563,5815,Male,2,Some College,Standard,Not completed,66,57,66.0,72
2024-11-17 06:40:31.001786450,22165,Male,2,Some College,Standard,Not completed,89,84,91.0,93
2024-11-17 06:41:48.176446337,25313,Male,3,High School,Free or Reduced,Completed,54,52,54.0,50
2024-11-17 06:43:05.351106225,13819,Female,2,High School,Standard,Not completed,69,69,60.0,63
2024-11-17 06:44:22.525766112,17279,Female,1,High School,Free or Reduced,Not completed,55,46,41.0,35
2024-11-17 06:45:39.700425999,14800,Male,2,Associates,Standard,Not completed,62,56,63.0,52
2024-11-17 06:46:56.875085887,6024,Female,0,Associates,Standard,Not completed,70,66,60.0,56
2024-11-17 06:48:14.049745774,14956,Male,3,Associates,Free or Reduced,Not completed,66,58,63.0,68
2024-11-17 06:49:31.224405661,7578,Female,2,Associates,Standard,Completed,85,85,75.0,76
2024-11-17 06:50:48.399065549,4450,Female,2,High School,Standard,Not completed,64,69,59.0,58
2024-11-17 06:52:05.573725436,12273,Female,5,Bachelors,Standard,Completed,97,100,93.0,100
2024-11-17 06:53:22.748385323,27079,Female,3,Some High School,Free or Reduced,Not completed,56,53,45.0,44
2024-11-17 06:54:39.923045210,5548,Male,5,Bachelors,Free or Reduced,Not completed,57,55,58.0,60
2024-11-17 06:55:57.097705098,1715,Female,1,High School,Free or Reduced,Not completed,74,66,57.0,58
2024-11-17 06:57:14.272364985,11876,Female,5,Some High School,Standard,Not completed,86,77,75.0,84
2024-11-17 06:58:31.447024872,19043,Male,5,Some College,Standard,Not completed,97,90,94.0,100
2024-11-17 06:59:48.621684760,4206,Female,0,High School,Standard,Not completed,78,80,71.0,79
2024-11-17 07:01:05.796344647,4903,Female,0,Some College,Standard,Completed,82,83,73.0,72
2024-11-17 07:02:22.971004534,22847,Male,3,Masters,Standard,Not completed,67,69,74.0,77
2024-11-17 07:03:40.145664422,2724,Male,0,Some High School,Free or Reduced,Not completed,69,55,64.0,52
2024-11-17 07:04:57.320324309,4702,Male,3,Associates,Standard,Completed,86,85,90.0,82
2024-11-17 07:06:14.494984196,29432,Female,3,High School,Standard,Completed,85,91,81.0,68
2024-11-17 07:07:31.669644084,21832,Male,0,Some College,Free or Reduced,Not completed,60,50,60.0,53
2024-11-17 07:08:48.844303971,15571,Female,3,High School,Standard,Not completed,81,80,72.0,75
2024-11-17 07:10:06.018963858,5199,Female,3,Some High School,Free or Reduced,Completed,61,68,57.0,50
2024-11-17 07:11:23.193623746,30325,Male,3,Associates,Standard,Not completed,70,72,76.0,75
2024-11-17 07:12:40.368283633,8827,Male,1,Associates,Standard,Not completed,76,75,79.0,91
2024-11-17 07:13:57.542943520,9089,Female,5,High School,Standard,Completed,85,79,76.0,82
2024-11-17 07:15:14.717603408,19605,Male,3,Some College,Standard,Completed,96,100,96.0,100
2024-11-17 07:16:31.892263295,4751,Female,1,High School,Free or Reduced,Not completed,39,40,35.0,30
2024-11-17 07:17:49.066923182,21753,Male,2,High School,Free or Reduced,Completed,79,81,77.0,83
2024-11-17 07:19:06.241583070,3834,Male,1,Some High School,Standard,Completed,82,85,85.0,96
2024-11-17 07:20:23.416242957,21041,Male,2,High School,Standard,Not completed,83,82,86.0,87
2024-11-17 07:21:40.590902844,12933,Male,2,Some College,Standard,Not completed,68,69,75.0,62
2024-11-17 07:22:57.765562731,18087,Female,5,Associates,Free or Reduced,Not completed,76,76,72.0,69
2024-11-17 07:24:14.940222619,22284,Female,3,Bachelors,Standard,Not completed,73,77,69.0,65
2024-11-17 07:25:32.114882506,11456,Female,2,Associates,Free or Reduced,Completed,65,67,55.0,50
2024-11-17 07:26:49.289542393,15841,Male,3,High School,Standard,Completed,63,58,63.0,74
2024-11-17 07:28:06.464202281,6872,Female,1,High School,Standard,Completed,59,54,47.0,46
2024-11-17 07:29:23.638862168,8310,Female,2,High School,Standard,Not completed,50,54,45.0,51
2024-11-17 07:30:40.813522055,2171,Male,0,Associates,Standard,Completed,61,61,65.0,66
2024-11-17 07:31:57.988181943,25679,Male,2,Masters,Standard,Not completed,73,76,77.0,92
2024-11-17 07:33:15.162841830,13220,Male,3,Masters,Standard,Not completed,76,79,79.0,86
2024-11-17 07:34:32.337501717,20725,Female,1,High School,Standard,Not completed,54,54,45.0,55
2024-11-17 07:35:49.512161605,17486,Female,5,Bachelors,Standard,Not completed,87,88,78.0,81
2024-11-17 07:37:06.686821492,19806,Female,0,High School,Standard,Not completed,76,75,68.0,65
2024-11-17 07:38:23.861481379,30048,Male,5,Associates,Free or Reduced,Completed,85,87,89.0,94
2024-11-17 07:39:41.036141267,1994,Female,2,Some College,Free or Reduced,Not completed,58,57,48.0,47
2024-11-17 07:40:58.210801154,8544,Female,3,Some College,Free or Reduced,Completed,57,60,49.0,53
2024-11-17 07:42:15.385461041,19688,Female,1,Some High School,Standard,Not completed,55,55,46.0,45
